filename,Pellets,PeakAccuracy,Left_Poke,Right_Poke,Total_Pokes,Accuracy,PokesPerPellet,RetrievalTime,PokeTime,Win-stay,Lose-stay,LeftWithPellet,Session_type,Mouse_ID,Gene,Sex,FED3,FED_StartDate,DOB,Bandit100_weight,FR1_Weight,Bandit80_weight
CDKL5_005_183_74_FR1_20251009.csv,201,,201,58,259,77.60617760617761,1.2885572139303483,1.1,0.19,98.61111111111111,78.78787878787878,11,FR1,CDKL5_005_183_74,CDKL5,F,50.0,10/6/25,7/17/25,18.43,20.53,18.98
CDKL5_005_183_75_FR1_20251009.csv,160,,160,75,235,68.08510638297872,1.46875,0.55,0.14,95.57522123893806,82.14285714285714,2,FR1,CDKL5_005_183_75,CDKL5,F,26.0,10/6/25,7/17/25,19.37,20.59,20.38
CDKL5_005_184_3_FR1_20251009.csv,151,,152,158,310,49.03225806451613,2.052980132450331,1.1,0.14,72.61904761904762,79.66101694915254,45,FR1,CDKL5_005_184_3,CDKL5,F,37.0,10/6/25,7/24/25,17.23,19.18,18.4
CDKL5_005_186_53_FR1_20251009.csv,157,,158,85,243,65.02057613168725,1.5477707006369428,0.52,0.14,88.0,80.32786885245902,16,FR1,CDKL5_005_186_53,CDKL5,M,52.0,10/6/25,7/16/25,24.64,25.32,24.47
CDKL5_005_275_28_FR1_20251009.csv,179,,179,44,223,80.26905829596413,1.2458100558659218,0.55,0.2,93.96551724137932,63.63636363636363,15,FR1,CDKL5_005_275_28,CDKL5,M,40.0,10/6/25,8/6/25,22.96,23.92,23.18
CDKL5_005_275_29_FR1_20251009.csv,169,,170,78,248,68.54838709677419,1.467455621301775,0.67,0.09,93.75,75.40983606557377,12,FR1,CDKL5_005_275_29,CDKL5,M,46.0,10/6/25,8/6/25,21.77,22.82,21.97
CDKL5_005_281_35_FR1_20251009.csv,156,,156,56,212,73.58490566037736,1.358974358974359,0.49,0.15,94.73684210526315,55.81395348837209,4,FR1,CDKL5_005_281_35,CDKL5,M,25.0,10/6/25,8/6/25,22.24,23.03,22.39
CDKL5_005_281_36_FR1_20251009.csv,143,,143,85,228,62.71929824561403,1.5944055944055944,0.49,0.12,85.1063829787234,68.18181818181817,1,FR1,CDKL5_005_281_36,CDKL5,M,39.0,10/6/25,8/6/25,22.13,22.67,22.31
CNTNAP2_008_242_53_FR1_20251120.csv,208,,208,50,258,80.62015503875969,1.2403846153846154,0.61,0.18,93.28358208955224,50.0,2,FR1,CNTNAP2_008_242_53,CNTNAP2,M,58.0,11/17/25,8/11/25,23.74,25.67,24.24
CNTNAP2_008_243_81_FR1_20251120.csv,199,,199,162,361,55.124653739612185,1.814070351758794,0.91,0.15,81.9672131147541,65.11627906976744,3,FR1,CNTNAP2_008_243_81,CNTNAP2,F,47.0,11/17/25,8/12/25,19.49,20.79,20.6
CNTNAP2_008_243_82_FR1_20251120.csv,185,,185,106,291,63.57388316151202,1.572972972972973,1.1,0.16,78.43137254901961,54.761904761904766,7,FR1,CNTNAP2_008_243_82,CNTNAP2,F,49.0,11/17/25,8/12/25,20.46,22.17,21.21
CNTNAP2_008_244_32_FR1_20251120.csv,163,,164,58,222,73.87387387387388,1.361963190184049,0.91,0.11,95.45454545454545,74.28571428571429,14,FR1,CNTNAP2_008_244_32,CNTNAP2,M,52.0,11/17/25,9/2/25,25.2,25.63,24.72
CNTNAP2_008_244_35_FR1_20251120.csv,179,,179,167,346,51.73410404624278,1.9329608938547487,0.67,0.17,84.29752066115702,85.47008547008546,4,FR1,CNTNAP2_008_244_35,CNTNAP2,M,54.0,11/17/25,9/2/25,24.84,25.31,24.66
CNTNAP2_008_245_99_FR1_20251120.csv,194,,194,64,258,75.1937984496124,1.3298969072164948,0.55,0.12,90.37037037037037,64.81481481481481,5,FR1,CNTNAP2_008_245_99,CNTNAP2,M,51.0,11/17/25,8/13/25,25.03,26.14,25.58
CNTNAP2_008_246_28_FR1_20251120.csv,173,,173,56,229,75.54585152838428,1.323699421965318,1.13,0.14,90.56603773584906,54.761904761904766,8,FR1,CNTNAP2_008_246_28,CNTNAP2,F,41.0,11/17/25,8/25/25,18.37,20.36,19.5
CNTNAP2_008_246_29_FR1_20251120.csv,166,,166,90,256,64.84375,1.5421686746987953,0.48,0.14,89.52380952380953,71.64179104477611,30,FR1,CNTNAP2_008_246_29,CNTNAP2,M,53.0,11/17/25,8/25/25,22.78,23.53,22.65
CNTNAP2_008_247_49_FR1_20251120.csv,202,,202,101,303,66.66666666666666,1.5,0.55,0.15,95.0,75.0,5,FR1,CNTNAP2_008_247_49,CNTNAP2,M,56.0,11/17/25,8/11/25,27.87,29.33,28.0
CNTNAP2_008_247_51_FR1_20251120.csv,203,,203,61,264,76.89393939393939,1.3004926108374384,0.67,0.12,88.18897637795276,45.45454545454545,4,FR1,CNTNAP2_008_247_51,CNTNAP2,M,59.0,11/17/25,8/11/25,26.73,28.79,27.6
CNTNAP2_008_248_45_FR1_20251120.csv,164,,164,111,275,59.63636363636363,1.6768292682926829,1.53,0.14500000000000002,63.85542168674698,43.67816091954023,47,FR1,CNTNAP2_008_248_45,CNTNAP2,F,46.0,11/17/25,8/11/25,19.44,20.11,19.04
CNTNAP2_008_248_46_FR1_20251120.csv,180,,180,134,314,57.324840764331206,1.7444444444444445,1.1,0.17,81.65137614678899,69.1588785046729,52,FR1,CNTNAP2_008_248_46,CNTNAP2,F,50.0,11/17/25,8/11/25,20.42,21.34,21.67
CNTNAP2_008_248_48_FR1_20251120.csv,176,,176,133,309,56.957928802588995,1.7556818181818181,0.97,0.14,86.60714285714286,60.49382716049383,22,FR1,CNTNAP2_008_248_48,CNTNAP2,F,48.0,11/17/25,8/11/25,20.17,20.83,19.82
CNTNAP2_008_342_40_FR1_20251120.csv,164,,164,71,235,69.7872340425532,1.4329268292682926,0.61,0.15,94.04761904761905,64.28571428571429,61,FR1,CNTNAP2_008_342_40,CNTNAP2,M,55.0,11/17/25,9/2/25,22.94,24.13,22.63
CNTNAP2_008_352_55_FR1_20251120.csv,136,,136,105,241,56.43153526970954,1.7720588235294117,0.79,0.14,72.3076923076923,44.57831325301205,29,FR1,CNTNAP2_008_352_55,CNTNAP2,F,43.0,11/17/25,9/4/25,17.46,18.72,18.1
CNTNAP2_008_352_58_FR1_20251120.csv,145,,146,79,225,64.88888888888889,1.5517241379310345,1.16,0.13,74.4186046511628,50.0,24,FR1,CNTNAP2_008_352_58,CNTNAP2,F,44.0,11/17/25,9/4/25,17.76,18.02,17.4
ChowHFD_177_FR1_20250724.csv,181,,181,95,276,65.57971014492753,1.5248618784530388,0.66,0.15,91.74311926605505,67.6056338028169,3,FR1,ChowHFD_177,C57B6/J,M,74.0,7/21/25,5/13/25,23.9,24.99,24.0
ChowHFD_182_FR1_20250724.csv,189,,189,116,305,61.967213114754095,1.6137566137566137,0.72,0.15,89.76377952755905,67.9245283018868,15,FR1,ChowHFD_182,C57B6/J,M,70.0,7/21/25,5/13/25,23.1,23.83,22.6
ChowHFD_183_FR1_20250724.csv,191,,191,74,265,72.0754716981132,1.387434554973822,0.66,0.17,93.22033898305084,63.76811594202898,23,FR1,ChowHFD_183,C57B6/J,M,65.0,7/21/25,5/13/25,23.1,23.62,22.7
ChowHFD_184_FR1_20250724.csv,257,,257,38,295,87.11864406779661,1.1478599221789882,0.66,0.18,99.50738916256158,74.07407407407408,15,FR1,ChowHFD_184,C57B6/J,M,80.0,7/21/25,5/13/25,25.5,27.38,25.9
ChowHFD_185_FR1_20250724.csv,187,,187,61,248,75.40322580645162,1.3262032085561497,0.72,0.13,93.33333333333333,54.54545454545454,6,FR1,ChowHFD_185,C57B6/J,M,79.0,7/21/25,5/13/25,24.9,25.25,24.9
ChowHFD_186_FR1_20250724.csv,185,,185,33,218,84.86238532110092,1.1783783783783783,0.66,0.14,93.54838709677419,36.84210526315789,3,FR1,ChowHFD_186,C57B6/J,M,66.0,7/21/25,5/13/25,23.6,24.46,24.2
ChowHFD_187_FR1_20250724.csv,224,,224,107,331,67.6737160120846,1.4776785714285714,0.66,0.13,81.98757763975155,49.494949494949495,56,FR1,ChowHFD_187,C57B6/J,M,71.0,7/21/25,5/13/25,25.0,25.95,24.8
ChowHFD_189_FR1_20250724.csv,186,,186,84,270,68.88888888888889,1.4516129032258065,0.79,0.08,86.95652173913044,54.929577464788736,10,FR1,ChowHFD_189,C57B6/J,M,59.0,7/21/25,5/13/25,22.7,24.08,22.8
ChowHFD_190_FR1_20250724.csv,142,,142,76,218,65.13761467889908,1.5352112676056338,0.66,0.18,89.79591836734694,71.15384615384616,4,FR1,ChowHFD_190,C57B6/J,M,60.0,7/21/25,5/13/25,23.3,22.9,23.0
ChowHFD_670_FR1_20250724.csv,215,,215,74,289,74.39446366782006,1.344186046511628,0.66,0.18,96.07843137254902,68.85245901639344,7,FR1,ChowHFD_670,C57B6/J,M,62.0,7/21/25,5/13/25,25.2,27.04,26.0
ChowHFD_671_FR1_20250724.csv,177,,177,70,247,71.65991902834008,1.3954802259887005,0.66,0.12,93.44262295081968,52.72727272727272,12,FR1,ChowHFD_671,C57B6/J,M,63.0,7/21/25,5/13/25,25.6,26.3,24.9
ChowHFD_672_FR1_20250724.csv,188,,188,125,313,60.063897763578275,1.6648936170212767,0.66,0.15,90.19607843137256,58.18181818181818,30,FR1,ChowHFD_672,C57B6/J,M,61.0,7/21/25,5/13/25,21.3,22.77,21.5
ChowHFD_674_FR1_20250724.csv,250,,250,37,287,87.10801393728222,1.148,0.66,0.2,98.78048780487805,66.66666666666666,84,FR1,ChowHFD_674,C57B6/J,M,67.0,7/21/25,5/13/25,26.4,27.96,25.5
DNMT3a_002_19_45_FR1_20250501.csv,157,,157,76,233,67.38197424892704,1.484076433121019,0.31,0.13,95.0,70.6896551724138,3,FR1,DNMT3A_002_19_45,DNMT3A,M,19.0,4/21/25,2/6/25,23.01,23.22,23.34
DNMT3a_002_19_47_FR1_20250501.csv,143,,143,64,207,69.08212560386472,1.4475524475524475,0.44,0.13,84.72222222222221,60.416666666666664,7,FR1,DNMT3A_002_19_47,DNMT3A,F,10.0,4/21/25,2/6/25,17.44,17.31,18.21
DNMT3a_002_19_49_FR1_20250501.csv,133,,133,51,184,72.28260869565217,1.3834586466165413,1.07,0.16,89.8989898989899,48.64864864864865,4,FR1,DNMT3A_002_19_49,DNMT3A,F,12.0,4/21/25,2/6/25,19.49,19.32,19.84
DNMT3a_002_19_53_FR1_20250501.csv,161,,162,33,195,83.07692307692308,1.2111801242236024,0.5,0.13,95.7983193277311,62.5,173,FR1,DNMT3A_002_19_53,DNMT3A,F,9.0,4/21/25,2/6/25,16.87,17.07,17.22
DNMT3a_002_22_11_FR1_20250403.csv,154,,155,105,260,59.61538461538461,1.6883116883116882,0.56,0.08,83.89830508474576,72.09302325581395,23,FR1,DNMT3A_002_22_11,DNMT3A,F,7.0,3/31/25,1/8/25,17.48,17.97,18.44
DNMT3a_002_22_12_FR1_20250403.csv,168,,168,41,209,80.38277511961722,1.244047619047619,0.56,0.07,96.26865671641791,77.41935483870968,2,FR1,DNMT3A_002_22_12,DNMT3A,M,15.0,3/31/25,1/8/25,24.16,25.55,25.11
DNMT3a_002_22_9_FR1_20250403.csv,164,,164,33,197,83.24873096446701,1.201219512195122,0.69,0.09,95.83333333333334,53.57142857142857,126,FR1,DNMT3A_002_22_9,DNMT3A,F,8.0,3/31/25,1/8/25,18.03,18.72,17.86
DNMT3a_002_23_5_FR1_20250403.csv,126,,126,68,194,64.94845360824742,1.5396825396825398,0.63,0.17,97.1830985915493,86.79245283018868,105,FR1,DNMT3A_002_23_5,DNMT3A,F,9.0,3/31/25,1/10/25,17.72,17.06,17.57
DNMT3a_002_24_2_FR1_20250403.csv,155,,156,68,224,69.64285714285714,1.4451612903225806,0.69,0.14,73.7864077669903,47.05882352941176,31,FR1,DNMT3A_002_24_2,DNMT3A,F,6.0,3/31/25,1/6/25,20.45,21.05,20.68
DNMT3a_002_25_24_FR1_20250403.csv,177,,177,53,230,76.95652173913044,1.2994350282485876,0.94,0.10500000000000001,93.22033898305084,70.0,1,FR1,DNMT3A_002_25_24,DNMT3A,M,17.0,3/31/25,1/23/25,21.54,22.32,22.31
DNMT3a_002_25_29_FR1_20250403.csv,152,,152,85,237,64.13502109704642,1.5592105263157894,0.56,0.14,87.25490196078431,66.66666666666666,25,FR1,DNMT3A_002_25_29,DNMT3A,M,19.0,3/31/25,1/23/25,21.37,22.87,21.49
DNMT3a_002_26_55_FR1_20250501.csv,155,,155,95,250,62.0,1.6129032258064515,0.56,0.18,91.58878504672897,81.57894736842105,8,FR1,DNMT3A_002_26_55,DNMT3A,F,7.0,4/21/25,2/6/25,19.3,18.64,19.26
DNMT3a_002_26_56_FR1_20250501.csv,167,,167,157,324,51.54320987654321,1.9401197604790419,0.5,0.12,70.10309278350515,60.97560975609756,24,FR1,DNMT3A_002_26_56,DNMT3A,F,11.0,4/21/25,2/6/25,17.74,18.1,18.91
DNMT3a_002_26_59_FR1_20250501.csv,155,,155,34,189,82.01058201058201,1.2193548387096773,0.63,0.18,95.72649572649573,66.66666666666666,3,FR1,DNMT3A_002_26_59,DNMT3A,M,17.0,4/21/25,2/6/25,25.41,25.03,25.84
DNMT3a_002_27_40_FR1_20250501.csv,163,,163,67,230,70.86956521739131,1.4110429447852761,0.75,0.11499999999999999,87.62886597938144,45.65217391304348,5,FR1,DNMT3A_002_27_40,DNMT3A,M,20.0,4/21/25,2/8/25,24.9,25.24,24.94
DNMT3a_002_28_31_FR1_20250501.csv,173,,173,65,238,72.68907563025209,1.3757225433526012,0.5,0.19,88.8,61.702127659574465,1,FR1,DNMT3A_002_28_31,DNMT3A,M,22.0,4/21/25,2/8/25,25.3,25.0,24.78
FMR1_007_207_61_FR1_20251106.csv,149,,149,94,243,61.31687242798354,1.6308724832214765,0.91,0.1,82.14285714285714,63.63636363636363,75,FR1,FMR1_007_207_61,FMR1,F,78.0,11/3/25,7/29/25,18.34,19.43,18.69
FMR1_007_210_79_FR1_20251106.csv,207,,207,22,229,90.39301310043668,1.106280193236715,0.31,0.12,98.76543209876543,64.28571428571429,22,FR1,FMR1_007_210_79,FMR1,M,12.0,11/3/25,7/31/25,25.7,26.43,25.95
FMR1_007_211_81_FR1_20251106.csv,126,,126,101,227,55.50660792951542,1.8015873015873016,1.16,0.21,71.9298245614035,46.3768115942029,26,FR1,FMR1_007_211_81,FMR1,F,79.0,11/3/25,8/2/25,18.69,19.71,19.25
FMR1_007_211_83_FR1_20251106.csv,172,,172,137,309,55.663430420711975,1.7965116279069768,1.005,0.17,75.70093457943925,59.4059405940594,5,FR1,FMR1_007_211_83,FMR1,F,77.0,11/3/25,8/2/25,18.86,20.26,19.63
FMR1_007_213_39_FR1_20251106.csv,171,,171,66,237,72.15189873417721,1.3859649122807018,0.37,0.12,94.82758620689656,73.33333333333333,78,FR1,FMR1_007_213_39,FMR1,M,16.0,11/3/25,7/29/25,26.01,26.8,25.55
FMR1_007_213_40_FR1_20251106.csv,142,,142,81,223,63.67713004484305,1.5704225352112675,0.73,0.17,85.96491228070175,67.24137931034483,10,FR1,FMR1_007_213_40,FMR1,F,76.0,11/3/25,7/29/25,18.34,19.96,18.89
FMR1_007_214_94_FR1_20251106.csv,194,,194,53,247,78.54251012145748,1.2731958762886597,0.24,0.16,94.65648854961832,70.27027027027027,1,FR1,FMR1_007_214_94,FMR1,M,23.0,11/3/25,8/2/25,24.96,26.02,24.5
FMR1_007_214_98_FR1_20251106.csv,223,,224,54,278,80.57553956834532,1.2466367713004485,0.44,0.13,93.91891891891892,69.44444444444444,9,FR1,FMR1_007_214_98,FMR1,M,18.0,11/3/25,8/2/25,27.0,28.94,28.31
FMR1_007_218_77_FR1_20251106.csv,183,,183,52,235,77.87234042553192,1.284153005464481,0.5,0.14,96.96969696969697,80.0,7,FR1,FMR1_007_218_77,FMR1,M,19.0,11/3/25,7/31/25,23.42,24.07,23.57
FMR1_007_221_47_FR1_20251106.csv,161,,161,17,178,90.4494382022472,1.1055900621118013,0.5,0.1,96.7741935483871,44.44444444444444,5,FR1,FMR1_007_221_47,FMR1,M,13.0,11/3/25,7/29/25,22.85,23.59,23.3
FMR1_007_221_51_FR1_20251106.csv,171,,171,69,240,71.25,1.4035087719298245,0.56,0.09,93.33333333333333,46.666666666666664,12,FR1,FMR1_007_221_51,FMR1,M,14.0,11/3/25,7/29/25,23.62,24.41,23.68
FMR1_007_307_40_FR1_20251106.csv,184,,184,87,271,67.89667896678966,1.4728260869565217,0.79,0.15,90.56603773584906,66.66666666666666,21,FR1,FMR1_007_307_40,FMR1,F,73.0,11/3/25,8/20/25,18.25,19.74,18.68
MYT1L_001_10_42_FR1_20250306.csv,202,,202,117,319,63.322884012539184,1.5792079207920793,0.82,0.16,90.0,68.13186813186813,46,FR1,MYT1L_001_10_42,MYT1L,F,19.0,3/3/25,12/13/24,20.25,21.56,20.15
MYT1L_001_10_44_FR1_20250306.csv,214,,214,43,257,83.26848249027238,1.2009345794392523,0.5,0.175,93.98496240601504,75.67567567567568,13,FR1,MYT1L_001_10_44,MYT1L,M,39.0,3/3/25,12/13/24,27.54,28.15,27.22
MYT1L_001_12_45_FR1_20250306.csv,189,,189,15,204,92.64705882352942,1.0793650793650793,0.56,0.06,96.82539682539682,61.53846153846154,10,FR1,MYT1L_001_12_45,MYT1L,M,40.0,3/3/25,12/12/24,26.44,26.37,25.59
MYT1L_001_12_48_FR1_20250306.csv,137,,137,109,246,55.6910569105691,1.7956204379562044,1.45,0.135,81.94444444444444,72.36842105263158,42,FR1,MYT1L_001_12_48,MYT1L,F,20.0,3/3/25,12/12/24,19.24,19.31,18.53
MYT1L_001_1_1_FR1_20250306.csv,184,,184,112,296,62.16216216216216,1.608695652173913,0.69,0.18,86.02150537634408,67.81609195402298,53,FR1,MYT1L_001_1_1,MYT1L,F,11.0,3/3/25,12/12/24,18.26,19.53,18.34
MYT1L_001_1_3_FR1_20250306.csv,173,,173,92,265,65.28301886792453,1.5317919075144508,0.63,0.09,84.8,62.31884057971014,7,FR1,MYT1L_001_1_3,MYT1L,M,34.0,3/3/25,12/12/24,24.61,24.56,24.21
MYT1L_001_1_4_FR1_20250306.csv,186,,186,90,276,67.3913043478261,1.4838709677419355,0.5,0.14,87.31343283582089,65.51724137931035,12,FR1,MYT1L_001_1_4,MYT1L,F,14.0,3/3/25,12/12/24,18.46,19.74,19.87
MYT1L_001_2_6_FR1_20250306.csv,197,,198,62,260,76.15384615384615,1.3197969543147208,0.63,0.11,93.83561643835617,68.62745098039215,67,FR1,MYT1L_001_2_6,MYT1L,F,15.0,3/3/25,12/12/24,19.91,21.59,20.03
MYT1L_001_2_9_FR1_20250306.csv,188,,188,32,220,85.45454545454545,1.1702127659574468,0.82,0.1,97.6,42.857142857142854,65,FR1,MYT1L_001_2_9,MYT1L,M,35.0,3/3/25,12/12/24,23.28,24.43,22.71
MYT1L_001_3_19_FR1_20250306.csv,202,,202,40,242,83.47107438016529,1.198019801980198,0.94,0.15,91.83673469387756,66.66666666666666,17,FR1,MYT1L_001_3_19,MYT1L,M,31.0,3/3/25,12/13/24,26.74,26.88,25.92
MYT1L_001_5_22_FR1_20250306.csv,211,,211,61,272,77.57352941176471,1.2890995260663507,0.56,0.07,93.89312977099237,80.0,11,FR1,MYT1L_001_5_22,MYT1L,M,32.0,3/3/25,12/13/24,26.66,26.44,25.4
MYT1L_001_5_23_FR1_20250306.csv,158,,158,75,233,67.81115879828327,1.4746835443037976,0.63,0.2,95.29411764705881,68.42105263157895,29,FR1,MYT1L_001_5_23,MYT1L,F,12.0,3/3/25,12/13/24,18.35,19.15,18.35
MYT1L_001_5_26_FR1_20250306.csv,223,,223,40,263,84.79087452471484,1.1793721973094171,0.75,0.1,93.28859060402685,44.827586206896555,6,FR1,MYT1L_001_5_26,MYT1L,M,33.0,3/3/25,12/13/24,24.43,24.94,23.09
MYT1L_001_5_27_FR1_20250306.csv,191,,191,121,312,61.21794871794872,1.6335078534031413,0.75,0.2,86.71875,69.79166666666666,48,FR1,MYT1L_001_5_27,MYT1L,F,13.0,3/3/25,12/13/24,18.5,19.69,18.6
MYT1L_001_7_30_FR1_20250306.csv,205,,205,36,241,85.06224066390041,1.175609756097561,0.31,0.15,96.2406015037594,52.0,6,FR1,MYT1L_001_7_30,MYT1L,M,36.0,3/3/25,12/13/24,26.96,27.54,26.16
MYT1L_001_7_32_FR1_20250306.csv,187,,188,119,307,61.23778501628665,1.641711229946524,0.44,0.14,91.11111111111111,79.56989247311827,5,FR1,MYT1L_001_7_32,MYT1L,F,17.0,3/3/25,12/13/24,19.95,20.89,20.1
MYT1L_001_8_34_FR1_20250306.csv,231,,231,71,302,76.49006622516556,1.3073593073593073,0.63,0.14,88.81987577639751,53.84615384615385,119,FR1,MYT1L_001_8_34,MYT1L,M,37.0,3/3/25,12/13/24,24.15,24.07,22.89
MYT1L_001_8_36_FR1_20250306.csv,199,,199,106,305,65.24590163934427,1.5326633165829147,0.88,0.17,86.23853211009175,56.41025641025641,28,FR1,MYT1L_001_8_36,MYT1L,M,38.0,3/3/25,12/13/24,26.43,26.85,25.5
MYT1L_001_8_41_FR1_20250306.csv,185,,185,50,235,78.72340425531915,1.2702702702702702,1.01,0.12,93.33333333333333,63.1578947368421,19,FR1,MYT1L_001_8_41,MYT1L,F,18.0,3/3/25,12/13/24,17.53,19.03,18.21
MYT1L_001_9_11_FR1_20250306.csv,188,,189,50,239,79.07949790794979,1.2712765957446808,0.88,0.1,93.63636363636364,57.49999999999999,33,FR1,MYT1L_001_9_11,MYT1L,F,16.0,3/3/25,12/12/24,18.48,19.05,18.84
NF1_003_140_12_FR1_20250807.csv,178,,178,56,234,76.06837606837607,1.3146067415730338,0.88,0.12,99.09909909909909,62.5,77,FR1,NF1_003_140_12,NF1,F,35.0,8/4/25,5/17/25,19.11,20.59,19.89
NF1_003_140_15_FR1_20250807.csv,220,,220,67,287,76.65505226480836,1.3045454545454545,0.61,0.12,92.7710843373494,53.84615384615385,43,FR1,NF1_003_140_15,NF1,F,39.0,8/4/25,5/17/25,17.47,19.8,17.8
NF1_003_140_8_FR1_20250807.csv,199,,199,68,267,74.53183520599251,1.3417085427135678,0.55,0.09,97.2972972972973,68.62745098039215,14,FR1,NF1_003_140_8,NF1,F,26.0,8/4/25,5/17/25,18.56,20.52,18.93
NF1_003_141_19_FR1_20250807.csv,160,,160,49,209,76.55502392344498,1.30625,0.49,0.14,88.78504672897196,58.333333333333336,20,FR1,NF1_003_141_19,NF1,F,28.0,8/4/25,5/16/25,20.19,21.03,21.07
NF1_003_141_23_FR1_20250807.csv,195,,195,56,251,77.68924302788844,1.2871794871794873,0.66,0.215,97.14285714285714,83.78378378378379,15,FR1,NF1_003_141_23,NF1,M,68.0,8/4/25,5/16/25,25.74,27.31,26.02
NF1_003_142_55_FR1_20250807.csv,200,,200,72,272,73.52941176470588,1.36,0.72,0.12,76.42276422764228,33.33333333333333,58,FR1,NF1_003_142_55,NF1,M,74.0,8/4/25,5/28/25,24.43,25.49,25.09
NF1_003_144_26_FR1_20250807.csv,145,,145,54,199,72.8643216080402,1.3724137931034484,0.66,0.13,93.26923076923077,68.42105263157895,4,FR1,NF1_003_144_26,NF1,M,75.0,8/4/25,5/18/25,25.78,25.59,25.14
NF1_003_144_28_FR1_20250807.csv,186,,186,60,246,75.60975609756098,1.3225806451612903,0.66,0.12,94.48275862068965,79.59183673469387,2,FR1,NF1_003_144_28,NF1,M,76.0,8/4/25,5/18/25,23.89,25.51,24.06
NF1_003_145_34_FR1_20250807.csv,233,,233,73,306,76.1437908496732,1.3133047210300428,0.85,0.14,94.53551912568307,67.74193548387096,3,FR1,NF1_003_145_34,NF1,M,70.0,8/4/25,5/14/25,28.23,29.48,28.14
NF1_003_146_42_FR1_20250807.csv,181,,181,72,253,71.54150197628458,1.3977900552486189,0.66,0.06,90.67796610169492,82.35294117647058,5,FR1,NF1_003_146_42,NF1,F,40.0,8/4/25,5/17/25,17.22,18.91,17.53
NF1_003_146_46_FR1_20250807.csv,188,,188,48,236,79.66101694915254,1.2553191489361701,0.66,0.16,96.96969696969697,75.0,3,FR1,NF1_003_146_46,NF1,M,77.0,8/4/25,5/17/25,25.98,27.29,25.78
NF1_003_146_50_FR1_20250807.csv,180,,180,58,238,75.63025210084034,1.3222222222222222,0.66,0.11,94.77611940298507,77.77777777777779,15,FR1,NF1_003_146_50,NF1,M,79.0,8/4/25,5/17/25,22.18,22.95,21.98
NF1_003_147_2_FR1_20250807.csv,177,,177,137,314,56.36942675159236,1.7740112994350283,0.73,0.07,71.9298245614035,56.86274509803921,5,FR1,NF1_003_147_2,NF1,F,32.0,8/4/25,5/16/25,19.99,20.45,20.07
SHANK3B_004_115_85_FR1_20250821.csv,167,,167,64,231,72.2943722943723,1.3832335329341316,0.61,0.17,90.47619047619048,65.95744680851064,35,FR1,SHANK3B_004_115_85,SHANK3B,F,23.0,8/18/25,5/18/25,18.58,20.36,18.55
